,doc_id,sentence
7087,421,"that you—so late—""consider"" me—"
7088,421,"the ""sparrow"" of your care—"
7089,421,""
7090,421,"i mind me that of anguish—sent—"
7091,421,"some drifts were moved away—"
7092,421,"before my simple bosom—broke—"
7093,421,and why not this—if they?
7094,421,""
7095,421,"and so i con that thing—""forgiven""—"
7096,421,"until—delirious—borne—"
7097,421,"by my long bright—and longer—trust—"
7098,421,i drop my heart—unshriven!
7099,422,"i think the hemlock likes to stand"
7100,422,"upon a marge of snow—"
7101,422,"it suits his own austerity—"
7102,422,and satisfies an awe
7103,422,""
7104,422,"that men, must slake in wilderness—"
7105,422,"and in the desert—cloy—"
7106,422,"an instinct for the hoar, the bald—"
7107,422,lapland's—necessity—
7108,422,""
7109,422,"the hemlock's nature thrives—on cold—"
7110,422,"the gnash of northern winds"
7111,422,"is sweetest nutriment—to him—"
7112,422,his best norwegian wines—
7113,422,""
7114,422,"to satin races—he is nought—"
7115,422,"but children on the don,"
7116,422,"beneath his tabernacles, play,"
7117,422,"and dnieper wrestlers, run,"
7118,423,635
7119,423,""
7120,423,"i think the longest hour of all"
7121,423,"is when the cars have come—"
7122,423,"and we are waiting for the coach—"
7123,423,it seems as though the time
7124,423,""
7125,423,"indignant—that the joy was come—"
7126,423,"did block the gilded hands—"
7127,423,"and would not let the seconds by—"
7128,423,but slowest instant—ends—
7129,423,""
7130,423,"the pendulum begins to count—"
7131,423,"like little scholars—loud—"
7132,423,"the steps grow thicker—in the hall—"
7133,423,the heart begins to crowd—
7134,423,""
7135,423,"then i—my timid service done—"
7136,423,"tho' service 'twas, of love—"
7137,423,"take up my little violin—"
7138,423,"and further north—remove,"
7139,424,646
7140,424,""
7141,424,"i think to live—may be a bliss"
7142,424,"to those who dare to try—"
7143,424,"beyond my limit to conceive—"
7144,424,my lip—to testify—
7145,424,""
7146,424,"i think the heart i former wore"
7147,424,"could widen—till to me"
7148,424,"the other, like the little bank"
7149,424,appear—unto the sea—
7150,424,""
7151,424,"i think the days—could every one"
7152,424,"in ordination stand—"
7153,424,"and majesty—be easier—"
7154,424,than an inferior kind—
7155,424,""
7156,424,"no numb alarm—lest difference come—"
7157,424,"no goblin—on the bloom—"
7158,424,"no start in apprehension's ear,"
7159,424,no bankruptcy—no doom—
7160,424,""
7161,424,"but certainties of sun—"
7162,424,"midsummer—in the mind—"
7163,424,"a steadfast south—upon the soul—"
7164,424,her polar time—behind—
7165,424,""
7166,424,"the vision—pondered long—"
7167,424,"so plausible becomes"
7168,424,"that i esteem the fiction—real—"
7169,424,the real—fictitious seems—
7170,424,""
7171,424,"how bountiful the dream—"
7172,424,"what plenty—it would be—"
7173,424,"had all my life but been mistake"
7174,424,just rectified—in thee
7175,425,443
7176,425,""
7177,425,"i tie my hat—i crease my shawl—"
7178,425,"life's little duties do—precisely—"
7179,425,"as the very least"
7180,425,were infinite—to me—
7181,425,""
7182,425,"i put new blossoms in the glass—"
7183,425,"and throw the old—away—"
7184,425,"i push a petal from my gown"
7185,425,"that anchored there—i weigh"
7186,425,"the time 'twill be till six o'clock"
7187,425,"i have so much to do—"
7188,425,"and yet—existence—some way back—"
7189,425,"stopped—struck—my tickling—through—"
7190,425,"we cannot put ourself away"
7191,425,"as a completed man"
7192,425,"or woman—when the errand's done"
7193,425,"we came to flesh—upon—"
7194,425,"there may be—miles on miles of nought—"
7195,425,"of action—sicker far—"
7196,425,"to simulate—is stinging work—"
7197,425,"to cover what we are"
7198,425,"from science—and from surgery—"
7199,425,"too telescopic eyes"
7200,425,"to bear on us unshaded—"
7201,425,"for their—sake—not for ours—"
7202,425,"'twould start them—"
7203,425,"we—could tremble—"
7204,425,"but since we got a bomb—"
7205,425,"and held it in our bosom—"
7206,425,nay—hold it—it is calm—
7207,425,""
7208,425,"therefore—we do life's labor—"
7209,425,"though life's reward—be done—"
7210,425,"with scrupulous exactness—"
7211,425,to hold our senses—on—
7212,426,540
7213,426,""
7214,426,"i took my power in my hand—"
7215,426,"and went against the world—"
7216,426,"'twas not so much as david—had—"
7217,426,but i—was twice as bold—
7218,426,""
7219,426,"i aimed by pebble—but myself"
7220,426,"was all the one that fell—"
7221,426,"was it goliath—was too large—"
7222,426,or was myself—too small?
7223,427,532
7224,427,""
7225,427,"i tried to think a lonelier thing"
7226,427,"than any i had seen—"
7227,427,"some polar expiation—an omen in the bone"
7228,427,of death's tremendous nearness—
7229,427,""
7230,427,"i probed retrieverless things"
7231,427,"my duplicate—to borrow—"
7232,427,a haggard comfort springs
7233,427,""
7234,427,"from the belief that somewhere—"
7235,427,"within the clutch of thought—"
7236,427,"there dwells one other creature"
7237,427,of heavenly love—forgot—
7238,427,""
7239,427,"i plucked at our partition"
7240,427,"as one should pry the walls—"
7241,427,"between himself—and horror's twin—"
7242,427,within opposing cells—
7243,427,""
7244,427,"i almost strove to clasp his hand,"
7245,427,"such luxury—it grew—"
7246,427,"that as myself—could pity him—"
7247,427,perhaps he—pitied me—
7248,428,"""i want""—it pleaded—all its life—"
7249,428,"i want—was chief it said"
7250,428,"when skill entreated it—the last—"
7251,428,and when so newly dead—
7252,428,""
7253,428,"i could not deem it late—to hear"
7254,428,"that single—steadfast sigh—"
7255,428,"the lips had placed as with a ""please"""
7256,428,toward eternity—
7257,429,486
7258,429,""
7259,429,"i was the slightest in the house—"
7260,429,"i took the smallest room—"
7261,429,"at night, my little lamp, and book—"
7262,429,and one geranium—
7263,429,""
7264,429,"so stationed i could catch the mint"
7265,429,"that never ceased to fall—"
7266,429,"and just my basket—"
7267,429,"let me think—i'm sure—"
7268,429,that this was all—
7269,429,""
7270,429,"i never spoke—unless addressed—"
7271,429,"and then, 'twas brief and low—"
7272,429,"i could not bear to live—aloud—"
7273,429,the racket shamed me so—
7274,429,""
7275,429,"and if it had not been so far—"
7276,429,"and any one i knew"
7277,429,"were going—i had often thought"
7278,429,how noteless—i could die—
7279,430,629
7280,430,""
7281,430,"i watched the moon around the house"
7282,430,"until upon a pane—"
7283,430,"she stopped—a traveller's privilege—for rest—"
7284,430,and there upon
7285,430,""
7286,430,"i gazed—as at a stranger—"
7287,430,"the lady in the town"
7288,430,"doth think no incivility"
7289,430,to lift her glass—upon—
7290,430,""
7291,430,"but never stranger justified"
7292,430,"the curiosity"
7293,430,"like mine—for not a foot—nor hand—"
7294,430,nor formula—had she—
7295,430,""
7296,430,"but like a head—a guillotine"
7297,430,"slid carelessly away—"
7298,430,"did independent, amber—"
7299,430,sustain her in the sky—
7300,430,""
7301,430,"or like a stemless flower—"
7302,430,"upheld in rolling air"
7303,430,"by finer gravitations—"
7304,430,than bind philosopher—
7305,430,""
7306,430,"no hunger—had she—nor an inn—"
7307,430,"her toilette—to suffice—"
7308,430,"nor avocation—nor concern"
7309,430,for little mysteries
7310,430,""
7311,430,"as harass us—like life—and death—"
7312,430,"and afterwards—or nay—"
7313,430,"but seemed engrossed to absolute—"
7314,430,with shining—and the sky—
7315,430,""
7316,430,"the privilege to scrutinize"
7317,430,"was scarce upon my eyes"
7318,430,"when, with a silver practise—"
7319,430,she vaulted out of gaze—
7320,430,""
7321,430,"and next—i met her on a cloud—"
7322,430,"myself too far below"
7323,430,"to follow her superior road—"
7324,430,or its advantage—blue—
7325,431,"i went to heaven,--"
7326,431,"'t was a small town,"
7327,431,"lit with a ruby,"
7328,431,"lathed with down,"
7329,431,"stiller than the fields"
7330,431,"at the full dew,"
7331,431,"beautiful as pictures"
7332,431,"no man drew,"
7333,431,"people like the moth,"
7334,431,"of mechlin, frames,"
7335,431,"duties of gossamer,"
7336,431,"and eider names,"
7337,431,"almost contented"
7338,431,"i could be"
7339,431,"'mong such unique"
7340,431,"society,"
7341,432,363
7342,432,""
7343,432,"i went to thank her—"
7344,432,"but she slept—"
7345,432,"her bed—a funneled stone—"
7346,432,"with nosegays at the head and foot—"
7347,432,that travellers—had thrown—
7348,432,""
7349,432,"who went to thank her—"
7350,432,"but she slept—"
7351,432,"'twas short—to cross the sea—"
7352,432,"to look upon her like—alive—"
7353,432,but turning back—'twas slow—
7354,433,16
7355,433,""
7356,433,"i would distill a cup,"
7357,433,"and bear to all my friends,"
7358,433,"drinking to her no more astir,"
7359,433,"by beck, or burn, or moor!"
7360,434,505
7361,434,""
7362,434,"i would not paint—a picture—"
7363,434,"i'd rather be the one"
7364,434,"its bright impossibility"
7365,434,"to dwell—delicious—on—"
7366,434,"and wonder how the fingers feel"
7367,434,"whose rare—celestial—stir—"
7368,434,"evokes so sweet a torment—"
7369,434,such sumptuous—despair—
7370,434,""
7371,434,"i would not talk, like cornets—"
7372,434,"i'd rather be the one"
7373,434,"raised softly to the ceilings—"
7374,434,"and out, and easy on—"
7375,434,"through villages of ether—"
7376,434,"myself endued balloon"
7377,434,"by but a lip of metal—"
7378,434,the pier to my pontoon—
7379,434,""
7380,434,"nor would i be a poet—"
7381,434,"it's finer—own the ear—"
7382,434,"enamored—impotent—content—"
7383,434,"the license to revere,"
7384,434,"a privilege so awful"
7385,434,"what would the dower be,"
7386,434,"had i the art to stun myself"
7387,434,with bolts of melody!
7388,435,"i years had been from home"
7389,435,"and now before the door"
7390,435,"i dared not enter, lest a face"
7391,435,i never saw before
7392,435,""
7393,435,"stare solid into mine"
7394,435,"and ask my business there—"
7395,435,"""my business but a life i left"
7396,435,"was such remaining there?"""
7397,435,""
7398,435,"i leaned upon the awe—"
7399,435,"i lingered with before—"
7400,435,"the second like an ocean rolled"
7401,435,and broke against my ear—
7402,435,""
7403,435,"i laughed a crumbling laugh"
7404,435,"that i could fear a door"
7405,435,"who consternation compassed"
7406,435,"and never winced before,"
7407,435,""
7408,435,"i fitted to the latch"
7409,435,"my hand, with trembling care"
7410,435,"lest back the awful door should spring"
7411,435,and leave me in the floor—
7412,435,""
7413,435,"then moved my fingers off"
7414,435,"as cautiously as glass"
7415,435,"and held my ears, and like a thief"
7416,435,fled gasping from the house—
7417,436,"i years had been from home,"
7418,436,"and now, before the door,"
7419,436,"i dared not open, lest a face"
7420,436,i never saw before
7421,436,""
7422,436,"stare vacant into mine"
7423,436,"and ask my business there,"
7424,436,"my business,--just a life i left,"
7425,436,was such still dwelling there?
7426,436,""
7427,436,"i fumbled at my nerve,"
7428,436,"i scanned the windows near;"
7429,436,"the silence like an ocean rolled,"
7430,436,"and broke against my ear,"
7431,436,""
7432,436,"i laughed a wooden laugh"
7433,436,"that i could fear a door,"
7434,436,"who danger and the dead had faced,"
7435,436,"but never quaked before,"
7436,436,""
7437,436,"i fitted to the latch"
7438,436,"my hand, with trembling care,"
7439,436,"lest back the awful door should spring,"
7440,436,"and leave me standing there,"
7441,436,""
7442,436,"i moved my fingers off"
7443,436,"as cautiously as glass,"
7444,436,"and held my ears, and like a thief"
7445,436,"fled gasping from the house,"
7446,437,427
7447,437,""
7448,437,"i'll clutch—and clutch—"
7449,437,"next—one—might be the golden touch—"
7450,437,"could take it—"
7451,437,"diamonds—wait—"
7452,437,"i'm diving—just a little late—"
7453,437,but stars—go slow—for night—
7454,437,""
7455,437,"i'll string you—in fine necklace—"
7456,437,"tiaras—make—of some—"
7457,437,"wear you on hem—"
7458,437,"loop up a countess—with you—"
7459,437,"make—a diadem—and mend my old one—"
7460,437,"count—hoard—then lose—"
7461,437,"and doubt that you are mine—"
7462,437,to have the joy of feeling it—again—
7463,437,""
7464,437,"i'll show you at the court—"
7465,437,"bear you—for ornament"
7466,437,"where women breathe—"
7467,437,"that every sigh—may lift you"
7468,437,just as high—as i—
7469,437,""
7470,437,"and—when i die—"
7471,437,"in meek array—display you—"
7472,437,"still to show—how rich i go—"
7473,437,"lest skies impeach a wealth so wonderful—"
7474,437,and banish me—
7475,438,687
7476,438,""
7477,438,"i'll send the feather from my hat!"
7478,438,"who knows—but at the sight of that"
7479,438,"my sovereign will relent?"
7480,438,"as trinket—worn by faded child—"
7481,438,"confronting eyes long—comforted—"
7482,438,blisters the adamant!
7483,439,"i'll tell you how the sun rose, --"
7484,439,"a ribbon at a time,"
7485,439,"the steeples swam in amethyst,"
7486,439,"the news like squirrels ran,"
7487,439,""
7488,439,"the hill untied their bonnets,"
7489,439,"the bobolinks begun,"
7490,439,"then i said softly to myself,"
7491,439,"""that must have been the sun!"""
7492,439,",,,,,,,,,,,,,"
7493,439,""
7494,439,"but how he set, i know not,"
7495,439,"there seemed a purple stile"
7496,439,"which little yellow boys and girls"
7497,439,were climbing all the while
7498,439,""
7499,439,"till when they reached the other side,"
7500,439,"a dominie in gray"
7501,439,"put gently up the evening bars, --"
7502,439,"and led the flock away,"
7503,440,199
7504,440,""
7505,440,"i'm ""wife""—i've finished that—"
7506,440,"that other state—"
7507,440,"i'm czar—i'm ""woman"" now—"
7508,440,it's safer so—
7509,440,""
7510,440,"how odd the girl's life looks"
7511,440,"behind this soft eclipse—"
7512,440,"i think that earth feels so"
7513,440,to folks in heaven—now—
7514,440,""
7515,440,"this being comfort—then"
7516,440,"that other kind—was pain—"
7517,440,"but why compare?"
7518,440,"i'm ""wife""! stop there!"
7519,441,508
7520,441,""
7521,441,"i'm ceded—i've stopped being theirs—"
7522,441,"the name they dropped upon my face"
7523,441,"with water, in the country church"
7524,441,"is finished using, now,"
7525,441,"and they can put it with my dolls,"
7526,441,"my childhood, and the string of spools,"
7527,441,i've finished threading—too—
7528,441,""
7529,441,"baptized, before, without the choice,"
7530,441,"but this time, consciously, of grace—"
7531,441,"unto supremest name—"
7532,441,"called to my full—the crescent dropped—"
7533,441,"existence's whole arc, filled up,"
7534,441,"with one small diadem,"
7535,441,""
7536,441,"my second rank—too small the first—"
7537,441,"crowned—crowing—on my father's breast—"
7538,441,"a half unconscious queen—"
7539,441,"but this time—adequate—erect,"
7540,441,"with will to choose, or to reject,"
7541,441,"and i choose, just a crown—"
7542,442,"i'm nobody! who are you?"
7543,442,"are you nobody, too?"
7544,442,"then there's a pair of us -- don't tell!"
7545,442,they'd advertise -- you know!
7546,442,""
7547,442,"how dreary to be somebody!"
7548,442,"how public like a frog"
7549,442,"to tell one's name the livelong day"
7550,442,to an admiring bog!
7551,443,373
7552,443,""
7553,443,"i'm saying every day"
7554,443,"""if i should be a queen, tomorrow""—"
7555,443,"i'd do this way—"
7556,443,"and so i deck, a little,"
7557,443,""
7558,443,"if it be, i wake a bourbon,"
7559,443,"none on me, bend supercilious—"
7560,443,"with ""this was she—"
7561,443,"begged in the market place—"
7562,443,"yesterday,"""
7563,443,""
7564,443,"court is a stately place—"
7565,443,"i've heard men say—"
7566,443,"so i loop my apron, against the majesty"
7567,443,"with bright pins of buttercup—"
7568,443,"that not too plain—"
7569,443,rank—overtake me—
7570,443,""
7571,443,"and perch my tongue"
7572,443,"on twigs of singing—rather high—"
7573,443,"but this, might be my brief term"
7574,443,to qualify—
7575,443,""
7576,443,"put from my simple speech all plain word—"
7577,443,"take other accents, as such i heard"
7578,443,"though but for the cricket—just,"
7579,443,"and but for the bee—"
7580,443,"not in all the meadow—"
7581,443,one accost me—
7582,443,""
7583,443,"better to be ready—"
7584,443,"than did next morn"
7585,443,"meet me in aragon—"
7586,443,my old gown—on—
7587,443,""
7588,443,"and the surprised air"
7589,443,"rustics—wear—"
7590,443,"summoned—unexpectedly—"
7591,443,to exeter—
7592,444,529
7593,444,""
7594,444,"i'm sorry for the dead—today—"
7595,444,"it's such congenial times"
7596,444,"old neighbors have at fences—"
7597,444,"it's time o' year for hay,"
7598,444,""
7599,444,"and broad—sunburned acquaintance"
7600,444,"discourse between the toil—"
7601,444,"and laugh, a homely species"
7602,444,that makes the fences smile—
7603,444,""
7604,444,"it seems so straight to lie away"
7605,444,"from all of the noise of fields—"
7606,444,"the busy carts—the fragrant cocks—"
7607,444,the mower's metre—steals—
7608,444,""
7609,444,"a trouble lest they're homesick—"
7610,444,"those farmers—and their wives—"
7611,444,"set separate from the farming—"
7612,444,and all the neighbors' lives—
7613,444,""
7614,444,"a wonder if the sepulchre"
7615,444,"don't feel a lonesome way—"
7616,444,"when men—and boys—and carts—and june,"
7617,444,"go down the fields to ""hay""—"
7618,445,176
7619,445,""
7620,445,"i'm the little ""heart's ease""!"
7621,445,"i don't care for pouting skies!"
7622,445,"if the butterfly delay"
7623,445,"can i, therefore, stay away?"
7624,445,""
7625,445,"if the coward bumble bee"
7626,445,"in his chimney corner stay,"
7627,445,"i, must resoluter be!"
7628,445,who'll apologize for me?
7629,445,""
7630,445,"dear, old fashioned, little flower!"
7631,445,"eden is old fashioned, too!"
7632,445,"birds are antiquated fellows!"
7633,445,"heaven does not change her blue,"
7634,445,"nor will i, the little heart's ease—"
7635,445,ever be induced to do!
7636,446,183
7637,446,""
7638,446,"i've heard an organ talk, sometimes"
7639,446,"in a cathedral aisle,"
7640,446,"and understood no word it said—"
7641,446,"yet held my breath, the while—"
7642,446,""
7643,446,"and risen up—and gone away,"
7644,446,"a more berdardine girl—"
7645,446,"yet—know not what was done to me"
7646,446,"in that old chapel aisle,"
7647,447,243
7648,447,""
7649,447,"i've known a heaven, like a tent—"
7650,447,"to wrap its shining yards—"
7651,447,"pluck up its stakes, and disappear—"
7652,447,"without the sound of boards"
7653,447,"or rip of nail—or carpenter—"
7654,447,"but just the miles of stare—"
7655,447,"that signalize a show's retreat—"
7656,447,in north america—
7657,447,""
7658,447,"no trace—no figment of the thing"
7659,447,"that dazzled, yesterday,"
7660,447,"no ring—no marvel—"
7661,447,"men, and feats—"
7662,447,"dissolved as utterly—"
7663,447,"as bird's far navigation"
7664,447,"discloses just a hue—"
7665,447,"a plash of oars, a gaiety—"
7666,447,"then swallowed up, of view,"
7667,448,881
7668,448,""
7669,448,"i've none to tell me to but thee"
7670,448,"so when thou failest, nobody,"
7671,448,"it was a little tie—"
7672,448,"it just held two, nor those it held"
7673,448,"since somewhere thy sweet face has spilled"
7674,448,beyond my boundary—
7675,448,""
7676,448,"if things were opposite—and me"
7677,448,"and me it were—that ebbed from thee"
7678,448,"on some unanswering shore—"
7679,448,"would'st thou seek so—just say"
7680,448,"that i the answer may pursue"
7681,448,"unto the lips it eddied through—"
7682,448,so—overtaking thee—
7683,449,224
7684,449,""
7685,449,"i've nothing else—to bring, you know—"
7686,449,"so i keep bringing these—"
7687,449,"just as the night keeps fetching stars"
7688,449,to our familiar eyes—
7689,449,""
7690,449,"maybe, we shouldn't mind them—"
7691,449,"unless they didn't come—"
7692,449,"then—maybe, it would puzzle us"
7693,449,to find our way home—
7694,450,547
7695,450,""
7696,450,"i've seen a dying eye"
7697,450,"run round and round a room—"
7698,450,"in search of something—as it seemed—"
7699,450,"then cloudier become—"
7700,450,"and then—obscure with fog—"
7701,450,"and then—be soldered down"
7702,450,"without disclosing what it be"
7703,450,'twere blessed to have seen—
7704,451,"i’ll tell you how the sun rose, -"
7705,451,"a ribbon at a time,"
7706,451,"the steeples swam in amethyst,"
7707,451,"the news like squirrels ran,"
7708,451,""
7709,451,"the hills untied their bonnets,"
7710,451,"the bobolinks begun,"
7711,451,"then i said softly to myself,"
7712,451,"""that must have been the sun!"""
7713,451,""
7714,451,"but how he set, i know not,"
7715,451,"there seemed a purple stile,"
7716,451,"which little yellow boys and girls"
7717,451,were climbing all the while
7718,451,""
7719,451,"till when they reached the other side,"
7720,451,"a dominie in gray"
7721,451,"put gently up the evening bars,"
7722,451,"and led the flock away,"
7723,452,983
7724,452,""
7725,452,"ideals are the fairly oil"
7726,452,"with which we help the wheel"
7727,452,"but when the vital axle turns"
7728,452,"the eye rejects the oil,"
7729,453,358
7730,453,""
7731,453,"if any sink, assure that this, now standing—"
7732,453,"failed like themselves—and conscious that it rose—"
7733,453,"grew by the fact, and not the understanding"
7734,453,how weakness passed—or force—arose—
7735,453,""
7736,453,"tell that the worst, is easy in a moment—"
7737,453,"dread, but the whizzing, before the ball—"
7738,453,"when the ball enters, enters silence—"
7739,453,"dying—annuls the power to kill,"
7740,454,509
7741,454,""
7742,454,"if anybody's friend be dead"
7743,454,"it's sharpest of the theme"
7744,454,"the thinking how they walked alive—"
7745,454,at such and such a time—
7746,454,""
7747,454,"their costume, of a sunday,"
7748,454,"some manner of the hair—"
7749,454,"a prank nobody knew but them"
7750,454,"lost, in the sepulchre—"
7751,454,""
7752,454,"how warm, they were, on such a day,"
7753,454,"you almost feel the date—"
7754,454,"so short way off it seems—"
7755,454,and now—they're centuries from that—
7756,454,""
7757,454,"how pleased they were, at what you said—"
7758,454,"you try to touch the smile"
7759,454,"and dip your fingers in the frost—"
7760,454,when was it—can you tell—
7761,454,""
7762,454,"you asked the company to tea—"
7763,454,"acquaintance—just a few—"
7764,454,"and chatted close with this grand thing"
7765,454,that don't remember you—
7766,454,""
7767,454,"past bows, and invitations—"
7768,454,"past interview, and vow—"
7769,454,"past what ourself can estimate—"
7770,454,that—makes the quick of woe!
7771,455,775
7772,455,""
7773,455,"if blame be my side—forfeit me—"
7774,455,"but doom me not to forfeit thee—"
7775,455,"to forfeit thee? the very name"
7776,455,is sentence from belief—and house—
7777,456,"if he dissolve—then—there is nothing—more—"
7778,456,"eclipse—at midnight—"
7779,456,"it was dark—before—"
7780,456,"sunset—at easter—"
7781,456,"blindness—on the dawn—"
7782,456,"faint star of bethlehem—"
7783,456,gone down!
7784,456,""
7785,456,"would but some god—inform him—"
7786,456,"or it be too late!"
7787,456,"say—that the pulse just lisps—"
7788,456,the chariots wait—
7789,456,""
7790,456,"say—that a little life—for his—"
7791,456,"is leaking—red—"
7792,456,"his little spaniel—tell him!"
7793,456,will he heed?
7794,457,734
7795,457,""
7796,457,"if he were living—dare i ask—"
7797,457,"and how if he be dead—"
7798,457,"and so around the words i went—"
7799,457,of meeting them—afraid—
7800,457,""
7801,457,"i hinted changes—lapse of time—"
7802,457,"the surfaces of years—"
7803,457,"i touched with caution—lest they crack—"
7804,457,and show me to my fears—
7805,457,""
7806,457,"reverted to adjoining lives—"
7807,457,"adroitly turning out"
7808,457,"wherever i suspected graves—"
7809,457,'twas prudenter—i thought—
7810,457,""
7811,457,"and he—i pushed—with sudden force—"
7812,457,"in face of the suspense—"
7813,457,"""was buried""—""buried""! ""he!"""
7814,457,my life just holds the trench—
7815,458,"if i can stop one heart from breaking,"
7816,458,"i shall not live in vain;"
7817,458,"if i can ease one life the aching,"
7818,458,"or cool one pain,"
7819,458,"or help one fainting robin"
7820,458,"unto his nest again,"
7821,458,"i shall not live in vain,"
7822,459,179
7823,459,""
7824,459,"if i could bribe them by a rose"
7825,459,"i'd bring them every flower that grows"
7826,459,"from amherst to cashmere!"
7827,459,"i would not stop for night, or storm—"
7828,459,"or frost, or death, or anyone—"
7829,459,my business were so dear!
7830,459,""
7831,459,"if they would linger for a bird"
7832,459,"my tambourin were soonest heard"
7833,459,"among the april woods!"
7834,459,"unwearied, all the summer long,"
7835,459,"only to break in wilder song"
7836,459,when winter shook the boughs!
7837,459,""
7838,459,"what if they hear me!"
7839,459,"who shall say"
7840,459,"that such an importunity"
7841,459,may not at last avail?
7842,459,""
7843,459,"that, weary of this beggar's face—"
7844,459,"they may not finally say, yes—"
7845,459,to drive her from the hall?
7846,460,577
7847,460,""
7848,460,"if i may have it, when it's dead,"
7849,460,"i'll be contented—so—"
7850,460,"if just as soon as breath is out"
7851,460,it shall belong to me—
7852,460,""
7853,460,"until they lock it in the grave,"
7854,460,"'tis bliss i cannot weigh—"
7855,460,"for tho' they lock thee in the grave,"
7856,460,myself—can own the key—
7857,460,""
7858,460,"think of it lover! i and thee"
7859,460,"permitted—face to face to be—"
7860,460,"after a life—a death—we'll say—"
7861,460,"for death was that—"
7862,460,and this—is thee—
7863,460,""
7864,460,"i'll tell thee all—how bald it grew—"
7865,460,"how midnight felt, at first—to me—"
7866,460,"how all the clocks stopped in the world—"
7867,460,and sunshine pinched me—'twas so cold—
7868,460,""
7869,460,"then how the grief got sleepy—some—"
7870,460,"as if my soul were deaf and dumb—"
7871,460,"just making signs—across—to thee—"
7872,460,that this way—thou could'st notice me—
7873,460,""
7874,460,"i'll tell you how i tried to keep"
7875,460,"a smile, to show you, when this deep"
7876,460,"all waded—we look back for play,"
7877,460,"at those old times—in calvary,"
7878,460,""
7879,460,"forgive me, if the grave come slow—"
7880,460,"for coveting to look at thee—"
7881,460,"forgive me, if to stroke thy frost"
7882,460,outvisions paradise!
7883,461,56
7884,461,""
7885,461,"if i should cease to bring a rose"
7886,461,"upon a festal day,"
7887,461,"'twill be because beyond the rose"
7888,461,i have been called away—
7889,461,""
7890,461,"if i should cease to take the names"
7891,461,"my buds commemorate—"
7892,461,"'twill be because death's finger"
7893,461,claps my murmuring lip!
7894,462,54
7895,462,""
7896,462,"if i should die,"
7897,462,"and you should live—"
7898,462,"and time should gurgle on—"
7899,462,"and morn should beam—"
7900,462,"and noon should burn—"
7901,462,"as it has usual done—"
7902,462,"if birds should build as early"
7903,462,"and bees as bustling go—"
7904,462,"one might depart at option"
7905,462,"from enterprise below!"
7906,462,"'tis sweet to know that stocks will stand"
7907,462,"when we with daisies lie—"
7908,462,"that commerce will continue—"
7909,462,"and trades as briskly fly—"
7910,462,"it makes the parting tranquil"
7911,462,"and keeps the soul serene—"
7912,462,"that gentlemen so sprightly"
7913,462,conduct the pleasing scene!
7914,463,182
7915,463,""
7916,463,"if i shouldn't be alive"
7917,463,"when the robins come,"
7918,463,"give the one in red cravat,"
7919,463,"a memorial crumb,"
7920,463,""
7921,463,"if i couldn't thank you,"
7922,463,"being fast asleep,"
7923,463,"you will know i'm trying"
7924,463,why my granite lip!
7925,464,256
7926,464,""
7927,464,"if i'm lost—now"
7928,464,"that i was found—"
7929,464,"shall still my transport be—"
7930,464,"that once—on me—those jasper gates"
7931,464,blazed open—suddenly—
7932,464,""
7933,464,"that in my awkward—gazing—face—"
7934,464,"the angels—softly peered—"
7935,464,"and touched me with their fleeces,"
7936,464,"almost as if they cared—"
7937,464,"i'm banished—now—you know it—"
7938,464,"how foreign that can be—"
7939,464,"you'll know—sir—when the savior's face"
7940,464,turns so—away from you—
7941,465,921
7942,465,""
7943,465,"if it had no pencil"
7944,465,"would it try mine—"
7945,465,"worn—now—and dull—sweet,"
7946,465,"writing much to thee,"
7947,465,"if it had no word,"
7948,465,"would it make the daisy,"
7949,465,"most as big as i was,"
7950,465,when it plucked me?
7951,466,63
7952,466,""
7953,466,"if pain for peace prepares"
7954,466,"lo, what ""augustan"" years"
7955,466,our feet await!
7956,466,""
7957,466,"if springs from winter rise,"
7958,466,"can the anemones"
7959,466,be reckoned up?
7960,466,""
7961,466,"if night stands fast—then noon"
7962,466,"to gird us for the sun,"
7963,466,what gaze!
7964,466,""
7965,466,"when from a thousand skies"
7966,466,"on our developed eyes"
7967,466,noons blaze!
7968,467,33
7969,467,""
7970,467,"if recollecting were forgetting,"
7971,467,"then i remember not,"
7972,467,"and if forgetting, recollecting,"
7973,467,"how near i had forgot,"
7974,467,"and if to miss, were merry,"
7975,467,"and to mourn, were gay,"
7976,467,"how very blithe the fingers"
7977,467,"that gathered this, today!"
7978,468,44
7979,468,""
7980,468,"if she had been the mistletoe"
7981,468,"and i had been the rose—"
7982,468,"how gay upon your table"
7983,468,"my velvet life to close—"
7984,468,"since i am of the druid,"
7985,468,"and she is of the dew—"
7986,468,"i'll deck tradition's buttonhole—"
7987,468,"and send the rose to you,"
7988,469,168
7989,469,""
7990,469,"if the foolish, call them ""flowers""—"
7991,469,"need the wiser, tell?"
7992,469,"if the savants ""classify"" them"
7993,469,it is just as well!
7994,469,""
7995,469,"those who read the ""revelations"""
7996,469,"must not criticize"
7997,469,"those who read the same edition—"
7998,469,with beclouded eyes!
7999,469,""
8000,469,"could we stand with that old ""moses""—"
8001,469,"""canaan"" denied—"
8002,469,"scan like him, the stately landscape"
8003,469,on the other side—
8004,469,""
8005,469,"doubtless, we should deem superfluous"
8006,469,"many sciences,"
8007,469,"not pursued by learned angels"
