,doc_id,sentence
2724,170,"when the latter—is put away"
2725,170,"i shall meet with conviction i somewhere met"
2726,170,that immortality—
2727,170,""
2728,170,"was the pine at my window a ""fellow"
2729,170,"of the royal"" infinity?"
2730,170,"apprehensions—are god's introductions—"
2731,170,to be hallowed—accordingly—
2732,171,38
2733,171,""
2734,171,"by such and such an offering"
2735,171,"to mr, so and so,"
2736,171,"the web of live woven—"
2737,171,so martyrs albums show!
2738,172,"i started early, took my dog,"
2739,172,"and visited the sea;"
2740,172,"the mermaids in the basement"
2741,172,"came out to look at me,"
2742,172,""
2743,172,"and frigates in the upper floor"
2744,172,"extended hempen hands,"
2745,172,"presuming me to be a mouse"
2746,172,"aground, upon the sands,"
2747,172,""
2748,172,"but no man moved me till the tide"
2749,172,"went past my simple shoe,"
2750,172,"and past my apron and my belt,"
2751,172,"and past my bodice too,"
2752,172,""
2753,172,"and made as he would eat me up"
2754,172,"as wholly as a dew"
2755,172,"upon a dandelion's sleeve -"
2756,172,"and then i started too,"
2757,172,""
2758,172,"and he - he followed close behind;"
2759,172,"i felt his silver heel"
2760,172,"upon my ankle, - then my shoes"
2761,172,"would overflow with pearl,"
2762,172,""
2763,172,"until we met the solid town,"
2764,172,"no man he seemed to know;"
2765,172,"and bowing with a mighty look"
2766,172,"at me, the sea withdrew,"
2767,173,"she sights a bird - she chuckles -"
2768,173,"she flattens - then she crawls -"
2769,173,"she runs without the look of feet -"
2770,173,her eyes increase to balls -
2771,173,""
2772,173,"her jaws stir - twitching - hungry -"
2773,173,"her teeth can hardly stand -"
2774,173,"she leaps, but robin leaped the first -"
2775,173,"ah, pussy, of the sand,"
2776,173,""
2777,173,"the hopes so juicy ripening -"
2778,173,"you almost bathed your tongue -"
2779,173,"when bliss disclosed a hundred toes -"
2780,173,and fled with every one -
2781,174,"i never saw a moor,  "
2782,174,"i never saw the sea;  "
2783,174,"yet now i know how the heather looks,  "
2784,174,"and what a wave must be,  "
2785,174,""
2786,174,"i never spoke with god,"
2787,174,"nor visited in heaven;  "
2788,174,"yet certain am i of the spot  "
2789,174,"as if the chart were given,"
2790,175,492
2791,175,""
2792,175,"civilization—spurns—the leopard!"
2793,175,"was the leopard—bold?"
2794,175,"deserts—never rebuked her satin—"
2795,175,"ethiop—her gold—"
2796,175,"tawny—her customs—"
2797,175,"she was conscious—"
2798,175,"spotted—her dun gown—"
2799,175,"this was the leopard's nature—signor—"
2800,175,need—a keeper—frown?
2801,175,""
2802,175,"pity—the pard—that left her asia—"
2803,175,"memories—of palm—"
2804,175,"cannot be stifled—with narcotic—"
2805,175,nor suppressed—with balm—
2806,176,129
2807,176,""
2808,176,"cocoon above! cocoon below!"
2809,176,"stealthy cocoon, why hide you so"
2810,176,"what all the world suspect?"
2811,176,"an hour, and gay on every tree"
2812,176,"your secret, perched in ecstasy"
2813,176,defies imprisonment!
2814,176,""
2815,176,"an hour in chrysalis to pass,"
2816,176,"then gay above receding grass"
2817,176,"a butterfly to go!"
2818,176,"a moment to interrogate,"
2819,176,"then wiser than a ""surrogate,"""
2820,176,the universe to know!
2821,177,970
2822,177,""
2823,177,"color—caste—denomination—"
2824,177,"these—are time's affair—"
2825,177,"death's diviner classifying"
2826,177,does not know they are—
2827,177,""
2828,177,"as in sleep—all hue forgotten—"
2829,177,"tenets—put behind—"
2830,177,"death's large—democratic fingers"
2831,177,rub away the brand—
2832,177,""
2833,177,"if circassian—he is careless—"
2834,177,"if he put away"
2835,177,"chrysalis of blonde—or umber—"
2836,177,equal butterfly—
2837,177,""
2838,177,"they emerge from his obscuring—"
2839,177,"what death—knows so well—"
2840,177,"our minuter intuitions—"
2841,177,deem unplausible—
2842,178,"come slowly—eden!"
2843,178,"lips unused to thee—"
2844,178,"bashful—sip thy jessamines—"
2845,178,as the fainting bee—
2846,178,""
2847,178,"reaching late his flower,"
2848,178,"round her chamber hums—"
2849,178,"counts his nectars—"
2850,178,"enters—and is lost in balms,"
2851,179,562
2852,179,""
2853,179,"conjecturing a climate"
2854,179,"of unsuspended suns—"
2855,179,"adds poignancy to winter—"
2856,179,the shivering fancy turns
2857,179,""
2858,179,"to a fictitious country"
2859,179,"to palliate a cold—"
2860,179,"not obviated of degree—"
2861,179,nor erased—of latitude—
2862,180,679
2863,180,""
2864,180,"conscious am i in my chamber,"
2865,180,"of a shapeless friend—"
2866,180,"he doth not attest by posture—"
2867,180,nor confirm—by word—
2868,180,""
2869,180,"neither place—need i present him—"
2870,180,"fitter courtesy"
2871,180,"hospitable intuition"
2872,180,of his company—
2873,180,""
2874,180,"presence—is his furthest license—"
2875,180,"neither he to me"
2876,180,"nor myself to him—by accent—"
2877,180,forfeit probity—
2878,180,""
2879,180,"weariness of him, were quainter"
2880,180,"than monotony"
2881,180,"knew a particle—of space's"
2882,180,vast society
2883,180,""
2884,180,"neither if he visit other—"
2885,180,"do he dwell—or nay—know i—"
2886,180,"but instinct esteem him"
2887,180,immortality—
2888,181,661
2889,181,""
2890,181,"could i but ride indefinite"
2891,181,"as doth the meadow bee"
2892,181,"and visit only where i liked"
2893,181,and no one visit me
2894,181,""
2895,181,"and flirt all day with buttercups"
2896,181,"and marry whom i may"
2897,181,"and dwell a little everywhere"
2898,181,"or better, run away"
2899,181,""
2900,181,"with no police to follow"
2901,181,"or chase him if he do"
2902,181,"till he should jump peninsulas"
2903,181,to get away from me—
2904,181,""
2905,181,"i said ""but just to be a bee"""
2906,181,"upon a raft of air"
2907,181,"and row in nowhere all day long"
2908,181,"and anchor ""off the bar"""
2909,181,""
2910,181,"what liberty! so captives deem"
2911,181,"who tight in dungeons are,"
2912,182,220
2913,182,""
2914,182,"could i—then—shut the door—"
2915,182,"lest my beseeching face—at last—"
2916,182,rejected—be—of her?
2917,183,43
2918,183,""
2919,183,"could live—did live—"
2920,183,"could die—did die—"
2921,183,"could smile upon the whole"
2922,183,"through faith in one he met not,"
2923,183,"to introduce his soul,"
2924,183,""
2925,183,"could go from scene familiar"
2926,183,"to an untraversed spot—"
2927,183,"could contemplate the journey"
2928,183,with unpuzzled heart—
2929,183,""
2930,183,"such trust had one among us,"
2931,183,"among us not today—"
2932,183,"we who saw the launching"
2933,183,never sailed the bay!
2934,184,447
2935,184,""
2936,184,"could—i do more—for thee—"
2937,184,"wert thou a bumble bee—"
2938,184,"since for the queen, have i—"
2939,184,nought but bouquet?
2940,185,889
2941,185,""
2942,185,"crisis is a hair"
2943,185,"toward which the forces creep"
2944,185,"past which forces retrograde"
2945,185,if it come in sleep
2946,185,""
2947,185,"to suspend the breath"
2948,185,"is the most we can"
2949,185,"ignorant is it life or death"
2950,185,"nicely balancing,"
2951,185,""
2952,185,"let an instant push"
2953,185,"or an atom press"
2954,185,"or a circle hesitate"
2955,185,in circumference
2956,185,""
2957,185,"it—may jolt the hand"
2958,185,"that adjusts the hair"
2959,185,"that secures eternity"
2960,185,from presenting—here—
2961,186,997
2962,186,""
2963,186,"crumbling is not an instant's act"
2964,186,"a fundamental pause"
2965,186,"dilapidation's processes"
2966,186,"are organized decays,"
2967,186,""
2968,186,"'tis first a cobweb on the soul"
2969,186,"a cuticle of dust"
2970,186,"a borer in the axis"
2971,186,an elemental rust—
2972,186,""
2973,186,"ruin is formal—devil's work"
2974,186,"consecutive and slow—"
2975,186,"fail in an instant, no man did"
2976,186,"slipping—is crash's law,"
2977,187,365
2978,187,""
2979,187,"dare you see a soul at the white heat?"
2980,187,"then crouch within the door—"
2981,187,"red—is the fire's common tint—"
2982,187,"but when the vivid ore"
2983,187,"has vanquished flame's conditions,"
2984,187,"it quivers from the forge"
2985,187,"without a color, but the light"
2986,187,"of unanointed blaze,"
2987,187,"least village has its blacksmith"
2988,187,"whose anvil's even ring"
2989,187,"stands symbol for the finer forge"
2990,187,"that soundless tugs—within—"
2991,187,"refining these impatient ores"
2992,187,"with hammer, and with blaze"
2993,187,"until the designated light"
2994,187,repudiate the forge—
2995,188,976
2996,188,""
2997,188,"death is a dialogue between"
2998,188,"the spirit and the dust,"
2999,188,"""dissolve"" says death—the spirit ""sir"
3000,188,"i have another trust""—"
3001,188,""
3002,188,"death doubts it—argues from the ground—"
3003,188,"the spirit turns away"
3004,188,"just laying off for evidence"
3005,188,"an overcoat of clay,"
3006,189,548
3007,189,""
3008,189,"death is potential to that man"
3009,189,"who dies—and to his friend—"
3010,189,"beyond that—unconspicuous"
3011,189,to anyone but god—
3012,189,""
3013,189,"of these two—god remembers"
3014,189,"the longest—for the friend—"
3015,189,"is integral—and therefore"
3016,189,itself dissolved—of god—
3017,190,935
3018,190,""
3019,190,"death leaves us homesick, who behind,"
3020,190,"except that it is gone"
3021,190,"are ignorant of its concern"
3022,190,"as if it were not born,"
3023,190,""
3024,190,"through all their former places, we"
3025,190,"like individuals go"
3026,190,"who something lost, the seeking for"
3027,190,"is all that's left them, now—"
3028,191,"death sets a thing significant"
3029,191,"the eye had hurried by"
3030,191,"except a perished creature"
3031,191,entreat us tenderly
3032,191,""
3033,191,"to ponder little workmanships"
3034,191,"in crayon, or in wool,"
3035,191,"with ""this was last her fingers did""—"
3036,191,industrious until—
3037,191,""
3038,191,"the thimble weighed too heavy—"
3039,191,"the stitches stopped—by themselves—"
3040,191,"and then 'twas put among the dust"
3041,191,upon the closet shelves—
3042,191,""
3043,191,"a book i have—a friend gave—"
3044,191,"whose pencil—here and there—"
3045,191,"had notched the place that pleased him—"
3046,191,at rest—his fingers are—
3047,191,""
3048,191,"now—when i read—i read not—"
3049,191,"for interrupting tears—"
3050,191,"obliterate the etchings"
3051,191,"too costly for repairs,"
3052,192,730
3053,192,""
3054,192,"defrauded i a butterfly—"
3055,192,the lawful heir—for thee—
3056,193,58
3057,193,""
3058,193,"delayed till she had ceased to know—"
3059,193,"delayed till in its vest of snow"
3060,193,"her loving bosom lay—"
3061,193,"an hour behind the fleeting breath—"
3062,193,"later by just an hour than death—"
3063,193,oh lagging yesterday!
3064,193,""
3065,193,"could she have guessed that it would be—"
3066,193,"could but a crier of the joy"
3067,193,"have climbed the distant hill—"
3068,193,"had not the bliss so slow a pace"
3069,193,"who knows but this surrendered face"
3070,193,were undefeated still?
3071,193,""
3072,193,"oh if there may departing be"
3073,193,"any forgot by victory"
3074,193,"in her imperial round—"
3075,193,"show them this meek appareled thing"
3076,193,"that could not stop to be a king—"
3077,193,doubtful if it be crowned!
3078,194,"delight becomes pictorial"
3079,194,"when viewed through pain,--"
3080,194,"more fair, because impossible"
3081,194,"that any gain,"
3082,194,""
3083,194,"the mountain at a given distance"
3084,194,"in amber lies;"
3085,194,"approached, the amber flits a little,--"
3086,194,and that's the skies!
3087,195,257
3088,195,""
3089,195,"delight is as the flight—"
3090,195,"or in the ratio of it,"
3091,195,"as the schools would say—"
3092,195,"the rainbow's way—"
3093,195,"a skein"
3094,195,"flung colored, after rain,"
3095,195,"would suit as bright,"
3096,195,"except that flight"
3097,195,were aliment—
3098,195,""
3099,195,"""if it would last"""
3100,195,"i asked the east,"
3101,195,"when that bent stripe"
3102,195,"struck up my childish"
3103,195,"firmament—"
3104,195,"and i, for glee,"
3105,195,"took rainbows, as the common way,"
3106,195,"and empty skies"
3107,195,the eccentricity—
3108,195,""
3109,195,"and so with lives—"
3110,195,"and so with butterflies—"
3111,195,"seen magic—through the fright"
3112,195,"that they will cheat the sight—"
3113,195,"and dower latitudes far on—"
3114,195,"some sudden morn—"
3115,195,"our portion—in the fashion—"
3116,195,done—
3117,196,965
3118,196,""
3119,196,"denial—is the only fact"
3120,196,"perceived by the denied—"
3121,196,"whose will—a numb significance—"
3122,196,the day the heaven died—
3123,196,""
3124,196,"and all the earth strove common round—"
3125,196,"without delight, or beam—"
3126,196,"what comfort was it wisdom—was—"
3127,196,the spoiler of our home?
3128,197,"departed to the judgment,"
3129,197,"a mighty afternoon;"
3130,197,"great clouds like ushers leaning,"
3131,197,"creation looking on,"
3132,197,""
3133,197,"the flesh surrendered, cancelled"
3134,197,"the bodiless begun;"
3135,197,"two worlds, like audiences, disperse"
3136,197,"and leave the soul alone,"
3137,198,773
3138,198,""
3139,198,"deprived of other banquet,"
3140,198,"i entertained myself—"
3141,198,"at first—a scant nutrition—"
3142,198,an insufficient loaf—
3143,198,""
3144,198,"but grown by slender addings"
3145,198,"to so esteemed a size"
3146,198,"'tis sumptuous enough for me—"
3147,198,and almost to suffice
3148,198,""
3149,198,"a robin's famine able—"
3150,198,"red pilgrim, he and i—"
3151,198,"a berry from our table"
3152,198,reserve—for charity—
3153,199,799
3154,199,""
3155,199,"despair's advantage is achieved"
3156,199,"by suffering—despair—"
3157,199,"to be assisted of reverse"
3158,199,one must reverse have bore—
3159,199,""
3160,199,"the worthiness of suffering like"
3161,199,"the worthiness of death"
3162,199,is ascertained by tasting—
3163,199,""
3164,199,as can no other mouth
3165,199,""
3166,199,"of savors—make us conscious—"
3167,199,"as did ourselves partake—"
3168,199,"affliction feels impalpable"
3169,199,until ourselves are struck—
3170,200,393
3171,200,""
3172,200,"did our best moment last—"
3173,200,"'twould supersede the heaven—"
3174,200,"a few—and they by risk—procure—"
3175,200,so this sort—are not given—
3176,200,""
3177,200,"except as stimulants—in"
3178,200,"cases of despair—"
3179,200,"or stupor—the reserve—"
3180,200,these heavenly moments are—
3181,200,""
3182,200,"a grant of the divine—"
3183,200,"that certain as it comes—"
3184,200,"withdraws—and leaves the dazzled soul"
3185,200,in her unfurnished rooms
3186,201,213
3187,201,""
3188,201,"did the harebell loose her girdle"
3189,201,"to the lover bee"
3190,201,"would the bee the harebell hallow"
3191,201,much as formerly?
3192,201,""
3193,201,"did the ""paradise""—persuaded—"
3194,201,"yield her moat of pearl—"
3195,201,"would the eden be an eden,"
3196,201,or the earl—an earl?
3197,202,267
3198,202,""
3199,202,"did we disobey him?"
3200,202,"just one time!"
3201,202,"charged us to forget him—"
3202,202,but we couldn't learn!
3203,202,""
3204,202,"were himself—such a dunce—"
3205,202,"what would we—do?"
3206,202,"love the dull lad—best—"
3207,202,"oh, wouldn't you?"
3208,203,590
3209,203,""
3210,203,"did you ever stand in a cavern's mouth—"
3211,203,"widths out of the sun—"
3212,203,"and look—and shudder, and block your breath—"
3213,203,and deem to be alone
3214,203,""
3215,203,"in such a place, what horror,"
3216,203,"how goblin it would be—"
3217,203,"and fly, as 'twere pursuing you?"
3218,203,then loneliness—looks so—
3219,203,""
3220,203,"did you ever look in a cannon's face—"
3221,203,"between whose yellow eye—"
3222,203,"and yours—the judgment intervened—"
3223,203,"the question of ""to die""—"
3224,203,""
3225,203,"extemporizing in your ear"
3226,203,"as cool as satyr's drums—"
3227,203,"if you remember, and were saved—"
3228,203,it's liker so—it seems—
3229,204,20
3230,204,""
3231,204,"distrustful of the gentian—"
3232,204,"and just to turn away,"
3233,204,"the fluttering of her fringes"
3234,204,"child my perfidy—"
3235,204,"weary for my—————"
3236,204,"i will singing go—"
3237,204,"i shall not feel the sleet—then—"
3238,204,"i shall not fear the snow,"
3239,204,""
3240,204,"flees so the phantom meadow"
3241,204,"before the breathless bee—"
3242,204,"so bubble brooks in deserts"
3243,204,"on ears that dying lie—"
3244,204,"burn so the evening spires"
3245,204,"to eyes that closing go—"
3246,204,"hangs so distant heaven—"
3247,204,"to a hand below,"
3248,205,432
3249,205,""
3250,205,"do people moulder equally,"
3251,205,"they bury, in the grave?"
3252,205,"i do believe a species"
3253,205,as positively live
3254,205,""
3255,205,"as i, who testify it"
3256,205,"deny that i—am dead—"
3257,205,"and fill my lungs, for witness—"
3258,205,from tanks—above my head—
3259,205,""
3260,205,"i say to you, said jesus—"
3261,205,"that there be standing here—"
3262,205,"a sort, that shall not taste of death—"
3263,205,if jesus was sincere—
3264,205,""
3265,205,"i need no further argue—"
3266,205,"that statement of the lord"
3267,205,"is not a controvertible—"
3268,205,"he told me, death was dead—"
3269,206,617
3270,206,""
3271,206,"don't put up my thread and needle—"
3272,206,"i'll begin to sew"
3273,206,"when the birds begin to whistle—"
3274,206,better stitches—so—
3275,206,""
3276,206,"these were bent—my sight got crooked—"
3277,206,"when my mind—is plain"
3278,206,"i'll do seams—a queen's endeavor"
3279,206,would not blush to own—
3280,206,""
3281,206,"hems—too fine for lady's tracing"
3282,206,"to the sightless knot—"
3283,206,"tucks—of dainty interspersion—"
3284,206,like a dotted dot—
3285,206,""
3286,206,"leave my needle in the furrow—"
3287,206,"where i put it down—"
3288,206,"i can make the zigzag stitches"
3289,206,straight—when i am strong—
3290,206,""
3291,206,"till then—dreaming i am sewing"
3292,206,"fetch the seam i missed—"
3293,206,"closer—so i—at my sleeping—"
3294,206,still surmise i stitch—
3295,207,475
3296,207,""
3297,207,"doom is the house without the door—"
3298,207,"'tis entered from the sun—"
3299,207,"and then the ladder's thrown away,"
3300,207,because escape—is done—
3301,207,""
3302,207,"'tis varied by the dream"
3303,207,"of what they do outside—"
3304,207,"where squirrels play—and berries die—"
3305,207,and hemlocks—bow—to god—
3306,208,275
3307,208,""
3308,208,"doubt me! my dim companion!"
3309,208,"why, god, would be content"
3310,208,"with but a fraction of the life—"
3311,208,"poured thee, without a stint—"
3312,208,"the whole of me—forever—"
3313,208,"what more the woman can,"
3314,208,"say quick, that i may dower thee"
3315,208,with last delight i own!
3316,208,""
3317,208,"it cannot be my spirit—"
3318,208,"for that was thine, before—"
3319,208,"i ceded all of dust i knew—"
3320,208,"what opulence the more"
3321,208,"had i—a freckled maiden,"
3322,208,"whose farthest of degree,"
3323,208,"was—that she might—"
3324,208,"some distant heaven,"
3325,208,"dwell timidly, with thee!"
3326,208,""
3327,208,"sift her, from brow to barefoot!"
3328,208,"strain till your last surmise—"
3329,208,"drop, like a tapestry, away,"
3330,208,"before the fire's eyes—"
3331,208,"winnow her finest fondness—"
3332,208,"but hallow just the snow"
3333,208,"intact, in everlasting flake—"
3334,208,"oh, caviler, for you!"
3335,209,893
3336,209,""
3337,209,"drab habitation of whom?"
3338,209,"tabernacle or tomb—"
3339,209,"or dome of worm—"
3340,209,"or porch of gnome—"
3341,209,or some elf's catacomb?
3342,210,741
3343,210,""
3344,210,"drama's vitallest expression is the common day"
3345,210,"that arise and set about us—"
3346,210,other tragedy
3347,210,""
3348,210,"perish in the recitation—"
3349,210,"this—the best enact"
3350,210,"when the audience is scattered"
3351,210,and the boxes shut—
3352,210,""
3353,210,"""hamlet"" to himself were hamlet—"
3354,210,"had not shakespeare wrote—"
3355,210,"though the ""romeo"" left no record"
3356,210,"of his juliet,"
3357,210,""
3358,210,"it were infinite enacted"
3359,210,"in the human heart—"
3360,210,"only theatre recorded"
3361,210,owner cannot shut—
3362,211,450
3363,211,""
3364,211,"dreams—are well—but waking's better,"
3365,211,"if one wake at morn—"
3366,211,"if one wake at midnight—better—"
3367,211,dreaming—of the dawn—
3368,211,""
3369,211,"sweeter—the surmising robins—"
3370,211,"never gladdened tree—"
3371,211,"than a solid dawn—confronting—"
3372,211,leading to no day—
3373,212,665
3374,212,""
3375,212,"dropped into the ether acre—"
3376,212,"wearing the sod gown—"
3377,212,"bonnet of everlasting laces—"
3378,212,brooch—frozen on—
3379,212,""
3380,212,"horses of blonde—and coach of silver—"
3381,212,"baggage a strapped pearl—"
3382,212,"journey of down—and whip of diamond—"
3383,212,riding to meet the earl—
3384,213,153
3385,213,""
3386,213,"dust is the only secret—"
3387,213,"death, the only one"
3388,213,"you cannot find out all about"
3389,213,"in his ""native town,"""
3390,213,""
3391,213,"nobody know ""his father""—"
3392,213,"never was a boy—"
3393,213,"hadn't any playmates,"
3394,213,"or ""early history""—"
3395,213,""
3396,213,"industrious! laconic!"
3397,213,"punctual! sedate!"
3398,213,"bold as a brigand!"
3399,213,stiller than a fleet!
3400,213,""
3401,213,"builds, like a bird, too!"
3402,213,"christ robs the nest—"
3403,213,"robin after robin"
3404,213,smuggled to rest!
3405,214,"i heard a fly buzz when i died;"
3406,214,"   the stillness round my form"
3407,214,"   was like the stillness in the air"
3408,214,"   between the heaves of storm,"
3409,214,"   the eyes beside had wrung them dry,"
3410,214,"   and breaths were gathering sure"
3411,214,"   for that last onset, when the king"
3412,214,"   be witnessed in his power,"
3413,214,"   i willed my keepsakes, signed away"
3414,214,"  what portion of me i"
3415,214,"  could make assignable, -- and then"
3416,214,"  there interposed a fly,"
3417,214,""
3418,214,"  with blue, uncertain, stumbling buzz,"
3419,214,"  between the light and me;"
3420,214,"  and then the windows failed, and then"
3421,214,"  i could not see to see,"
3422,215,158
3423,215,""
3424,215,"dying! dying in the night!"
3425,215,"won't somebody bring the light"
3426,215,"so i can see which way to go"
3427,215,into the everlasting snow?
3428,215,""
3429,215,"and ""jesus""! where is jesus gone?"
3430,215,"they said that jesus—always came—"
3431,215,"perhaps he doesn't know the house—"
3432,215,"this way, jesus, let him pass!"
3433,215,""
3434,215,"somebody run to the great gate"
3435,215,"and see if dollie's coming! wait!"
3436,215,"i hear her feet upon the stair!"
3437,215,death won't hurt—now dollie's here!
3438,216,831
3439,216,""
3440,216,"dying! to be afraid of thee"
3441,216,"one must to thine artillery"
3442,216,"have left exposed a friend—"
3443,216,"than thine old arrow is a shot"
3444,216,"delivered straighter to the heart"
3445,216,"the leaving love behind,"
3446,216,""
3447,216,"not for itself, the dust is shy,"
3448,216,"but, enemy, beloved be"
3449,216,"thy batteries divorce,"
3450,216,"fight sternly in a dying eye"
3451,216,"two armies, love and certainty"
3452,216,"and love and the reverse,"
3453,217,"each life converges to some centre"
3454,217,"expressed or still;"
3455,217,"exists in every human nature"
3456,217,"a goal,"
3457,217,""
3458,217,"admitted scarcely to itself, it may be,"
3459,217,"too fair"
3460,217,"for credibility's temerity"
3461,217,"to dare,"
3462,217,""
3463,217,"adored with caution, as a brittle heaven,"
3464,217,"to reach"
3465,217,"were hopeless as the rainbow's raiment"
3466,217,"to touch,"
3467,217,""
3468,217,"yet persevered toward, surer for the distance;"
3469,217,"how high"
3470,217,"unto the saints' slow diligence"
3471,217,the sky!
3472,217,""
3473,217,"ungained, it may be, by a life's low venture,"
3474,217,"but then,"
3475,217,"eternity enables the endeavoring"
3476,217,"again,"
3477,218,877
3478,218,""
3479,218,"each scar i'll keep for him"
3480,218,"instead i'll say of gem"
3481,218,"in his long absence worn"
3482,218,a costlier one
3483,218,""
3484,218,"but every tear i bore"
3485,218,"were he to count them o'er"
3486,218,"his own would fall so more"
3487,218,"i'll mis sum them,"
3488,219,879
3489,219,""
3490,219,"each second is the last"
3491,219,"perhaps, recalls the man"
3492,219,"just measuring unconsciousness"
3493,219,"the sea and spar between,"
3494,219,""
3495,219,"to fail within a chance—"
3496,219,"how terribler a thing"
3497,219,"than perish from the chance's list"
3498,219,before the perishing!
3499,220,662
3500,220,""
3501,220,"embarrassment of one another"
3502,220,"and god"
3503,220,"is revelation's limit,"
3504,220,"aloud"
3505,220,"is nothing that is chief,"
3506,220,"but still,"
3507,220,"divinity dwells under a seal,"
3508,221,587
3509,221,""
3510,221,"empty my heart, of thee—"
3511,221,"its single artery—"
3512,221,"begin, and leave thee out—"
3513,221,simply extinction's date—
3514,221,""
3515,221,"much billow hath the sea—"
3516,221,"one baltic—they—"
3517,221,"subtract thyself, in play,"
3518,221,"and not enough of me"
3519,221,"is left—to put away—"
3520,221,"""myself"" meanth thee—"
3521,221,""
3522,221,"erase the root—no tree—"
3523,221,"thee—then—no me—"
3524,221,"the heavens stripped—"
3525,221,"eternity's vast pocket, picked—"
3526,222,521
3527,222,""
3528,222,"endow the living—with the tears—"
3529,222,"you squander on the dead,"
3530,222,"and they were men and women—now,"
3531,222,around your fireside—
3532,222,""
3533,222,"instead of passive creatures,"
3534,222,"denied the cherishing"
3535,222,"till they—the cherishing deny—"
3536,222,with death's ethereal scron—
3537,223,867
3538,223,""
3539,223,"escaping backward to perceive"
3540,223,"the sea upon our place—"
3541,223,"escaping forward, to confront"
3542,223,his glittering embrace—
3543,223,""
3544,223,"retreating up, a billow's height"
3545,223,"retreating blinded down"
3546,223,"our undermining feet to meet"
3547,223,"instructs to the divine,"
3548,224,675
3549,224,""
3550,224,"essential oils—are wrung—"
3551,224,"the attar from the rose"
3552,224,"be not expressed by suns—alone—"
3553,224,it is the gift of screws—
3554,224,""
3555,224,"the general rose—decay—"
3556,224,"but this—in lady's drawer"
3557,224,"make summer—when the lady lie"
3558,224,in ceaseless rosemary—
3559,225,472
3560,225,""
3561,225,"except the heaven had come so near—"
3562,225,"so seemed to choose my door—"
3563,225,"the distance would not haunt me so—"
3564,225,i had not hoped—before—
3565,225,""
3566,225,"but just to hear the grace depart—"
3567,225,"i never thought to see—"
3568,225,"afflicts me with a double loss—"
3569,225,'tis lost—and lost to me—
3570,226,154
3571,226,""
3572,226,"except to heaven, she is nought,"
3573,226,"except for angels—lone,"
3574,226,"except to some wide-wandering bee"
3575,226,"a flower superfluous blown,"
3576,226,""
3577,226,"except for winds—provincial,"
3578,226,"except by butterflies"
3579,226,"unnoticed as a single dew"
3580,226,"that on the acre lies,"
3581,226,""
3582,226,"the smallest housewife in the grass,"
3583,226,"yet take her from the lawn"
3584,226,"and somebody has lost the face"
3585,226,that made existence—home!
3586,227,"the soul selects her own society,"
3587,227,"   then shuts the door;"
3588,227,"   on her divine majority"
3589,227,"   obtrude no more,"
3590,227,"   unmoved, she notes the chariot's pausing"
3591,227,"   at her low gate;"
3592,227,"   unmoved, an emperor is kneeling"
3593,227,"   upon her mat,"
3594,227,"   i've known her from an ample nation"
3595,227,"  choose one"
3596,227,"  then close the valves of her attention"
3597,227,"  like stone,"
3598,228,383
3599,228,""
3600,228,"exhilaration—is within—"
3601,228,"there can no outer wine"
3602,228,"so royally intoxicate"
3603,228,as that diviner brand
3604,228,""
3605,228,"the soul achieves—herself—"
3606,228,"to drink—or set away"
3607,228,"for visitor—or sacrament—"
3608,228,'tis not of holiday
3609,228,""
3610,228,"to stimulate a man"
3611,228,"who hath the ample rhine"
3612,228,"within his closet—best you can"
3613,228,"exhale in offering,"
3614,229,807
3615,229,""
3616,229,"expectation—is contentment—"
3617,229,"gain—satiety—"
3618,229,"but satiety—conviction"
3619,229,of necessity
3620,229,""
3621,229,"of an austere trait in pleasure—"
3622,229,"good, without alarm"
3623,229,"is a too established fortune—"
3624,229,danger—deepens sum—
3625,230,910
3626,230,""
3627,230,"experience is the angled road"
3628,230,"preferred against the mind"
3629,230,"by—paradox—the mind itself—"
3630,230,presuming it to lead
3631,230,""
3632,230,"quite opposite—how complicate"
3633,230,"the discipline of man—"
3634,230,"compelling him to choose himself"
3635,230,his preappointed pain—
3636,231,76
3637,231,""
3638,231,"exultation is the going"
3639,231,"of an inland soul to sea,"
3640,231,"past the houses—past the headlands—"
3641,231,into deep eternity—
3642,231,""
3643,231,"bred as we, among the mountains,"
3644,231,"can the sailor understand"
3645,231,"the divine intoxication"
3646,231,of the first league out from land?
3647,232,938
3648,232,""
3649,232,"fairer through fading—as the day"
3650,232,"into the darkness dips away—"
3651,232,"half her complexion of the sun—"
3652,232,hindering—haunting—perishing—
3653,232,""
3654,232,"rallies her glow, like a dying friend—"
3655,232,"teasing with glittering amend—"
3656,232,"only to aggravate the dark"
3657,232,through an expiring—perfect—look—
3658,233,"""faith"" is a fine invention"
3659,233,"when gentlemen can see—"
3660,233,"but microscopes are prudent"
3661,233,"in an emergency,"
3662,234,915
3663,234,""
3664,234,"faith—is the pierless bridge"
3665,234,"supporting what we see"
3666,234,"unto the scene that we do not—"
3667,234,too slender for the eye
3668,234,""
3669,234,"it bears the soul as bold"
3670,234,"as it were rocked in steel"
3671,234,"with arms of steel at either side—"
3672,234,it joins—behind the veil
3673,234,""
3674,234,"to what, could we presume"
3675,234,"the bridge would cease to be"
3676,234,"to our far, vacillating feet"
3677,234,"a first necessity,"
3678,235,1763
3679,235,""
3680,235,"fame is a bee,"
3681,235,"it has a song—"
3682,235,"it has a sting—"
